CO(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,AH,hola1
1,-200,2,1,590,127,1081,100,753,10,3479
0,-200,1,9,576,96,1128,78,755,10,3635
1,-200,2,7,633,138,1040,100,789,10,3584
1,-200,3,7,693,217,928,150,832,9,3385
1,-200,2,9,649,186,1003,142,819,6,3286
1,-200,4,5,736,227,891,165,875,6,3304
1,-200,5,3,780,252,855,179,892,5,3358
1,-200,3,7,692,193,937,149,805,5,3300
1,-200,2,6,627,158,1033,126,782,5,3249
1,-200,2,4,614,150,1052,120,782,5,3207
1,-200,2,4,613,130,1049,110,777,4,3250
1,-200,2,0,582,104,1072,92,760,4,3327
0,-200,1,5,545,86,1119,78,749,4,3499
0,-200,1,2,518,-200,1141,-200,738,3,3574
0,-200,0,8,482,67,1187,65,726,3,3713
0,-200,1,0,495,75,1147,73,753,3,3775
0,-200,1,3,525,97,1090,85,780,3,3704
0,-200,2,4,615,177,980,133,837,3,3520
2,-200,8,7,929,433,675,246,1037,2,3251
2,-200,10,5,996,471,639,281,1067,5,3045
2,-200,7,9,896,346,720,222,969,7,3033
1,-200,6,5,835,262,771,182,897,10,3069
1,-200,5,7,797,221,845,154,845,12,3392
1,-200,6,2,820,265,807,168,876,12,3393
1,-200,5,4,784,219,842,149,868,12,3525
1,-200,4,9,761,235,862,156,865,12,3832
1,-200,5,0,765,227,843,156,863,12,4004
1,-200,6,9,854,285,771,187,941,10,4032
1,-200,7,5,879,291,740,194,989,8,4019
2,-200,8,2,908,295,707,204,1025,7,4001
2,-200,7,7,885,243,720,174,1017,7,4004
1,-200,4,5,738,209,843,154,906,7,3966
1,-200,2,7,630,147,980,117,842,7,4006
0,-200,2,3,602,117,1028,98,831,7,4090
0,-200,2,1,589,105,1045,90,813,6,4091
0,-200,1,4,534,84,1129,74,785,7,4040
0,-200,0,8,479,51,1275,49,761,7,4126
0,-200,0,6,453,-200,1378,-200,748,6,4129
0,-200,1,0,496,54,1182,54,782,6,4211
0,-200,1,3,524,74,1102,69,802,6,4367
0,-200,1,6,551,114,1062,92,817,6,4273
1,-200,3,0,653,228,944,146,885,5,4074
2,-200,10,0,979,455,658,224,1120,6,4246
2,-200,15,1,1153,493,543,253,1268,6,3748
2,-200,8,6,922,410,689,225,1022,8,4011
1,-200,6,9,853,277,729,180,996,10,3540
1,-200,7,6,881,340,727,194,979,11,3271
1,-200,6,9,854,238,753,158,959,12,3093
2,-200,8,5,920,323,726,184,992,13,5664
1,-200,5,3,777,286,858,165,844,13,5843
1,-200,4,4,733,271,912,156,800,13,5885
4,-200,16,8,1203,490,476,207,1400,8,5964
4,-200,13,0,1085,550,526,213,1268,8,5979
3,-200,12,6,1069,422,530,192,1279,7,5871
4,-200,14,2,1124,541,504,211,1313,5,5811
4,-200,12,9,1080,599,522,229,1274,5,5827
3,-200,9,7,967,490,578,216,1174,5,5735
2,-200,5,9,807,-200,685,-200,1051,5,5778
-200,-200,5,5,788,223,709,146,1065,5,5836
1,-200,6,6,839,214,670,136,1087,4,5929
1,-200,7,3,870,274,641,156,1103,4,6005
1,-200,8,8,933,338,620,176,1144,5,6136
2,-200,11,9,1046,496,562,224,1263,6,6271
2,-200,12,0,1049,433,550,207,1290,7,6495
2,-200,11,9,1045,496,541,221,1307,7,6738
3,-200,16,2,1186,615,498,229,1382,9,6746
3,-200,17,6,1229,551,477,208,1450,10,6725
3,-200,17,6,1229,575,470,207,1488,10,6796
3,-200,17,5,1224,575,468,216,1448,11,6869
3,-200,15,7,1170,574,488,224,1392,11,7033
3,-200,16,7,1202,582,475,225,1440,10,7221
3,-200,17,1,1214,658,472,227,1435,11,7471
4,-200,23,0,1378,851,416,248,1637,11,7506
5,-200,24,6,1419,903,404,251,1659,11,7461
5,-200,26,8,1474,952,389,265,1712,11,7379
5,-200,23,2,1382,894,410,262,1609,11,7706
5,-200,22,0,1352,839,417,241,1587,10,8662
4,-200,20,4,1309,743,424,231,1543,10,9203
4,-200,18,0,1239,671,443,229,1488,9,9429
4,-200,18,5,1255,689,435,221,1541,9,9277
3,-200,13,3,1093,478,497,180,1451,9,9243
2,-200,11,3,1024,-200,530,-200,1413,9,9234
2,-200,12,5,1066,345,508,140,1430,8,9221
2,-200,11,5,1031,373,515,153,1387,8,9423
2,-200,10,9,1012,324,534,150,1348,8,9760
2,-200,10,7,1003,341,542,145,1356,8,220
2,-200,11,9,1047,424,522,149,1420,8,859
3,-200,13,4,1097,522,491,155,1477,9,422
3,-200,13,0,1084,492,495,158,1473,11,259
3,-200,11,2,1023,492,533,188,1456,14,8820
1,-200,5,5,787,204,675,154,1310,16,7820
1,-200,4,9,758,142,698,107,1277,18,7239
1,-200,6,5,836,118,666,92,1278,19,6944
1,-200,8,4,917,126,616,106,1293,19,7103
1,-200,4,4,734,115,799,90,1109,19,7182
1,-200,4,3,727,137,789,100,1081,17,6937
2,-200,11,6,1037,212,583,132,1388,15,6687
2,-200,9,0,939,354,658,211,1234,14,6877
2,-200,7,8,891,331,684,179,1198,13,7366
1,-200,3,7,694,141,881,116,1032,13,7312
1,-200,5,3,777,228,760,143,1137,12,7301
1,-200,5,6,793,228,728,142,1173,11,7413
1,-200,5,3,778,203,749,135,1158,10,7411
1,-200,6,0,811,215,708,136,1182,10,7382
1,-200,4,0,709,142,798,109,1120,9,7280
0,-200,2,8,639,-200,891,-200,1080,8,6997
0,-200,1,8,567,66,994,62,1024,8,4297
0,-200,1,5,548,54,1063,49,1024,7,5296
0,-200,2,9,646,121,895,81,1053,6,5666
0,-200,2,2,597,141,1054,104,857,9,5372
2,-200,11,4,1030,388,619,176,1257,9,5060
2,-200,9,5,958,366,627,193,1175,10,4999
1,-200,11,6,1036,254,635,168,1043,11,5402
2,-200,33,9,1639,164,477,123,1013,11,4724
2,-200,7,6,882,142,744,111,913,11,4443
1,-200,7,0,857,162,748,120,990,12,4085
1,-200,6,9,853,177,782,123,967,13,3529
1,-200,5,8,800,157,823,115,917,12,3171
1,-200,5,2,771,162,850,120,885,13,2547
1,-200,6,4,829,209,823,140,901,13,2269
2,-200,11,9,1046,304,694,185,1044,11,2488
4,-200,17,4,1221,484,609,212,1136,10,2923
3,-200,14,7,1141,399,670,200,1018,10,3533
3,-200,10,0,978,390,751,191,928,9,3521
1,-200,6,6,839,287,834,169,878,9,3391
1,-200,6,6,839,202,803,139,936,8,3530
1,-200,3,1,658,126,982,102,813,8,3799
0,-200,2,2,597,87,1081,76,766,8,3901
0,-200,1,3,526,59,1228,56,740,8,3966
0,-200,1,1,509,-200,1235,-200,762,7,3868
-200,-200,0,5,440,31,1413,30,738,6,3896
0,-200,0,5,437,28,1491,28,738,6,3781
0,-200,1,3,529,64,1183,56,780,6,3865
0,-200,2,5,619,123,1018,94,834,6,3855
1,-200,6,7,844,363,784,196,979,6,3318
2,-200,8,0,899,416,731,220,1017,6,2933
1,-200,5,3,778,286,832,168,905,9,2740
1,-200,3,3,669,198,993,133,776,11,2716
1,-200,4,4,734,216,942,134,801,12,2677
1,-200,5,5,790,211,893,138,837,12,2906
1,-200,4,8,751,199,918,135,792,12,2987
1,-200,3,5,680,161,1015,111,741,11,2905
1,-200,4,9,761,218,909,124,840,12,2996
1,-200,6,6,841,252,827,158,901,11,3069
2,-200,12,3,1059,337,671,181,1085,10,3270
2,-200,14,1,1121,357,630,185,1132,9,3287
3,-200,14,2,1124,410,623,187,1141,8,3664
3,-200,11,6,1034,445,648,196,1061,8,3842
2,-200,8,2,908,314,741,174,953,7,3943
2,-200,9,2,946,366,699,182,1015,6,4017
1,-200,8,3,912,336,707,182,999,6,4019
2,-200,10,7,1004,387,652,193,1078,5,4074
2,-200,8,0,898,320,689,174,1014,4,4071
1,-200,5,9,806,-200,725,-200,949,4,4123
1,-200,4,5,740,237,768,142,913,3,4297
0,-200,3,8,701,224,782,137,883,3,4304
0,-200,5,1,768,237,732,140,924,3,3994
1,-200,8,8,931,454,622,201,1052,3,3850
3,-200,16,1,1183,854,520,288,1273,5,3827
3,-200,13,4,1096,758,577,260,1211,7,3994
2,-200,9,0,940,428,706,206,1014,8,3763
1,-200,5,0,761,205,849,98,887,9,4026
1,-200,4,3,725,205,890,138,880,9,4050
1,-200,6,3,825,226,790,139,948,9,4318
1,-200,6,0,810,199,801,137,939,8,4563
1,-200,5,7,798,253,793,155,942,9,4582
1,-200,5,6,795,259,783,155,967,8,4366
1,-200,7,0,856,252,720,148,1010,8,4241
2,-200,9,5,960,313,641,153,1110,7,4137
3,-200,15,9,1178,433,539,171,1300,7,4099
5,-200,24,7,1421,611,457,227,1542,6,3740
5,-200,16,8,1204,626,534,251,1294,5,3945
2,-200,10,7,1004,408,640,216,1111,5,3883
2,-200,8,3,913,357,712,200,1016,5,3885
2,-200,11,0,1014,375,643,192,1101,5,3990
2,-200,7,4,874,326,721,187,984,5,4298
2,-200,7,9,897,326,715,173,1024,5,4499
1,-200,3,6,688,-200,847,-200,874,5,4224
0,-200,1,7,559,72,1016,64,837,5,4230
0,-200,1,0,496,49,1140,46,804,6,4383
0,-200,1,1,507,59,1111,51,794,6,4440
1,-200,4,0,711,220,893,115,935,6,4536
2,-200,9,7,966,602,636,238,1134,6,4775
2,-200,10,6,1000,485,624,202,1152,7,4787
1,-200,5,4,783,295,794,167,969,10,5238
1,-200,3,9,705,217,873,139,913,9,5208
1,-200,4,4,732,236,830,147,944,8,5256
1,-200,5,0,763,196,790,130,1003,8,5173
1,-200,6,8,850,233,723,143,1072,8,4974
1,-200,4,8,755,207,807,143,980,8,4977
1,-200,5,0,761,198,806,136,972,9,5013
1,-200,5,2,771,212,807,143,982,9,4871
2,-200,10,0,977,280,657,177,1160,8,4854
2,-200,11,1,1017,315,623,198,1185,7,4832
3,-200,12,9,1081,378,590,200,1246,7,4867
2,-200,7,8,891,320,708,191,1058,7,4874
2,-200,6,3,824,265,759,169,1016,6,4792
1,-200,2,8,637,129,960,106,883,7,4787
1,-200,3,3,670,129,943,105,910,6,4855
1,-200,3,1,660,172,935,130,905,6,4814
1,-200,2,1,594,100,1025,82,867,6,4796
0,-200,1,9,580,-200,983,-200,863,5,4850
-200,-200,0,7,472,49,1179,45,803,6,4886
0,-200,0,8,476,36,1249,35,794,6,4903
0,-200,1,3,530,79,1079,60,846,6,4922
0,-200,1,8,568,128,1021,90,888,6,4794
2,-200,7,9,896,456,673,205,1115,6,4818
2,-200,9,8,970,477,625,199,1174,8,4758
2,-200,7,4,874,342,715,153,1033,10,4479
1,-200,5,3,780,254,805,163,964,11,4260
1,-200,4,8,752,231,837,152,952,11,4249
1,-200,5,6,791,213,804,146,953,11,4223
1,-200,6,6,837,208,775,146,971,10,4243
1,-200,6,7,845,270,771,134,987,11,4333
1,-200,8,4,918,276,724,164,1045,11,4336
2,-200,10,3,989,375,664,141,1096,11,4411
2,-200,12,6,1071,395,617,204,1187,9,4448
3,-200,16,0,1179,421,573,210,1268,8,4446
4,-200,17,6,1228,632,549,250,1333,8,4698
2,-200,10,1,981,424,666,202,1097,8,4558
2,-200,9,8,969,369,677,190,1111,7,4462
2,-200,11,5,1031,484,618,236,1138,5,4388
2,-200,8,2,909,456,684,250,1023,4,4333
2,-200,6,8,850,373,727,219,997,3,4317
1,-200,4,3,726,228,834,156,913,3,4276
1,-200,3,9,703,-200,865,-200,903,2,4293
0,-200,2,6,627,117,948,98,860,2,4294
0,-200,2,4,611,108,962,89,867,1,4231
0,-200,2,3,606,126,950,104,866,1,4338
1,-200,4,5,736,235,819,148,941,0,4402
1,-200,8,5,919,339,678,194,1072,0,4483
2,-200,9,0,940,399,651,231,1099,2,4538
2,-200,5,7,800,346,750,200,983,3,4586
2,-200,6,9,853,407,696,217,1027,4,5084
2,-200,6,4,831,393,722,210,982,7,5002
1,-200,3,5,685,166,890,126,902,11,4684
1,-200,3,7,693,157,868,118,937,13,4486
1,-200,2,9,649,141,924,114,901,12,4540
1,-200,3,4,679,144,905,117,911,12,4568
1,-200,5,3,777,191,797,140,969,13,4708
1,-200,7,3,870,255,708,168,1057,11,4792
2,-200,10,0,979,379,639,202,1147,10,4857
2,-200,12,3,1061,427,593,211,1203,10,4927
3,-200,11,8,1044,509,600,231,1185,9,5279
2,-200,10,4,991,459,609,214,1141,9,5108
1,-200,7,7,888,293,664,181,1062,9,5300
1,-200,7,5,880,269,684,173,1083,9,5242
1,-200,6,1,816,244,745,169,1026,8,5099
2,-200,8,3,913,293,643,174,1124,7,5375
1,-200,5,1,770,-200,756,-200,1012,7,5883
1,-200,4,9,758,177,775,130,993,8,5914
0,-200,1,9,580,81,978,72,894,8,5796
0,-200,1,0,501,42,1148,40,881,8,5752
0,-200,1,1,506,61,1142,56,905,7,5870
0,-200,1,5,541,101,1065,81,919,8,5838
0,-200,1,6,552,98,1035,81,919,8,6515
0,-200,2,3,604,114,944,88,947,10,7124
1,-200,2,5,620,118,928,94,946,10,6991
1,-200,2,5,623,120,916,97,976,9,6721
1,-200,2,8,636,151,891,112,1024,7,6429
1,-200,2,4,613,131,919,104,1007,8,6227
1,-200,3,3,671,145,861,107,1038,8,6222
1,-200,3,2,665,156,854,114,1013,8,6341
1,-200,2,8,640,151,915,115,996,8,6123
1,-200,3,4,675,173,853,127,1006,8,5994
1,-200,2,9,647,154,906,119,997,7,5753
1,-200,4,6,745,221,801,149,1040,7,5572
1,-200,3,8,699,193,851,140,1001,7,6188
1,-200,3,1,661,130,898,105,965,7,6056
1,-200,3,7,694,156,876,116,976,7,6498
1,-200,3,3,671,148,877,112,1010,6,6751
1,-200,2,1,588,93,1005,80,948,6,6712
0,-200,1,2,518,66,1130,59,936,5,6653
0,-200,0,7,464,-200,1273,-200,919,4,6617
-200,-200,0,5,447,38,1317,36,910,4,6742
0,-200,1,0,502,50,1129,49,947,3,6646
0,-200,2,1,589,77,987,63,1001,3,6651
1,-200,5,5,786,183,766,123,1129,4,6811
2,-200,10,9,1010,256,609,164,1282,5,7383
2,-200,13,3,1095,355,566,218,1375,4,7133
2,-200,9,6,964,491,614,254,1260,3,7039
2,-200,7,0,859,387,684,210,1196,6,6942
1,-200,6,6,837,384,694,208,1199,7,7118
2,-200,9,3,950,368,623,204,1303,8,7425
1,-200,7,9,896,258,664,172,1227,8,7195
1,-200,6,9,851,231,694,157,1184,6,7223
1,-200,8,6,925,290,641,181,1272,7,7293
2,-200,10,0,976,335,618,194,1290,7,7261
2,-200,8,8,931,293,656,193,1281,5,6808
4,-200,20,2,1301,526,469,252,1682,5,6604
6,-200,19,7,1289,607,466,283,1633,5,6848
2,-200,7,1,863,326,680,208,1194,5,6733
1,-200,4,4,730,188,811,143,1082,5,6825
1,-200,2,9,643,163,914,124,1046,6,6787
0,-200,2,1,591,102,1015,89,1015,6,6407
0,-200,2,1,592,95,992,85,1032,4,6736
0,-200,1,1,511,71,1112,66,963,3,6608
0,-200,0,6,454,-200,1327,-200,908,2,6640
0,-200,0,5,440,46,1349,46,918,3,6677
0,-200,1,0,503,62,1152,60,956,3,6820
0,-200,2,6,628,170,929,117,1035,3,6889
1,-200,6,7,842,313,690,178,1180,3,7025
3,-200,16,7,1200,687,490,295,1523,4,6787
5,-200,24,0,1403,757,418,243,1789,4,6580
3,-200,15,0,1149,559,528,255,1435,6,7072
1,-200,6,9,855,286,725,201,1140,9,6903
2,-200,9,1,942,324,653,208,1225,11,6973
2,-200,10,0,979,316,611,212,1282,8,7165
3,-200,12,9,1082,407,573,238,1355,6,6834
2,-200,9,0,940,305,657,201,1245,6,6718
2,-200,10,9,1010,360,613,218,1305,7,6556
2,-200,7,9,896,339,702,222,1177,6,6491
2,-200,10,2,985,304,650,206,1236,5,6648
3,-200,13,2,1089,397,601,251,1335,5,6429
2,-200,8,1,903,270,717,190,1141,4,6523
2,-200,8,5,919,339,680,218,1201,4,6506
1,-200,3,6,686,190,903,150,1005,4,6517
0,-200,2,6,628,126,995,111,986,4,6430
1,-200,4,3,725,189,852,142,1050,4,6403
1,-200,3,2,665,146,907,119,1007,4,6426
0,-200,1,8,572,98,1063,87,951,3,6304
0,-200,1,4,533,-200,1161,-200,948,3,6311
0,-200,1,2,516,75,1132,70,959,3,6480
0,-200,0,7,466,77,1261,68,894,4,6687
0,-200,1,0,497,72,1251,66,912,4,6706
0,-200,2,2,597,152,1084,117,994,4,6419
1,-200,7,7,886,337,719,197,1208,4,6326
1,-200,6,2,820,360,740,198,1114,4,6482
1,-200,3,8,697,243,881,167,1022,3,6621
1,-200,3,6,687,277,895,180,1004,2,6686
1,-200,3,7,694,266,900,169,1020,3,6826
1,-200,8,3,910,317,701,210,1192,5,6875
2,-200,10,1,983,375,629,232,1244,5,6826
2,-200,9,9,975,349,638,223,1243,5,6845
2,-200,9,2,946,377,653,224,1231,5,6826
2,-200,10,3,990,403,632,238,1254,4,6686
2,-200,11,4,1027,422,610,249,1289,4,6647
2,-200,11,7,1038,388,605,223,1317,4,6621
3,-200,12,6,1071,431,590,244,1331,4,6479
2,-200,11,4,1028,425,619,243,1264,4,6450
2,-200,9,6,962,391,657,226,1212,4,6626
1,-200,4,6,744,231,825,167,1053,4,6666
1,-200,4,7,750,248,831,172,1051,3,6770
1,-200,2,6,625,142,977,120,983,5,6503
0,-200,2,9,647,117,956,100,1023,4,6612
0,-200,1,5,545,-200,1080,-200,964,4,6724
-200,-200,1,3,528,96,1148,86,960,2,6771
0,-200,1,2,518,87,1135,81,962,3,6819
0,-200,3,0,652,197,937,131,1051,3,6847
1,-200,5,5,787,290,755,170,1146,3,6967
3,-200,12,9,1082,621,555,267,1400,4,6997
3,-200,14,5,1132,645,522,269,1439,3,7238
2,-200,9,0,939,573,640,244,1228,4,7519
1,-200,6,5,836,414,728,232,1142,4,7394
1,-200,5,4,784,314,770,196,1117,5,7387
1,-200,7,4,873,317,697,195,1206,6,7399
1,-200,7,7,888,290,685,189,1223,7,7372
2,-200,10,7,1002,385,612,212,1299,8,7326
3,-200,13,3,1094,507,537,267,1364,7,7184
3,-200,13,2,1092,534,525,262,1388,7,7187
3,-200,17,5,1224,601,468,270,1503,6,7345
4,-200,17,7,1230,583,473,260,1522,6,7443
3,-200,17,5,1225,551,485,265,1492,6,7393
3,-200,14,1,1121,547,531,262,1399,6,7530
2,-200,8,4,917,385,652,227,1218,5,7487
2,-200,7,9,895,318,681,192,1201,5,7416
2,-200,8,1,905,356,657,202,1215,5,7300
2,-200,7,1,860,326,692,189,1181,5,7265
1,-200,5,2,773,233,767,157,1127,5,7273
1,-200,3,4,679,-200,854,-200,1046,5,7219
1,-200,3,4,677,116,863,97,1053,5,7179
0,-200,2,1,595,120,991,100,1025,5,7340
1,-200,4,1,717,228,872,146,1095,5,7355
1,-200,6,1,819,303,751,175,1161,5,7384
3,-200,18,7,1260,-200,494,-200,1568,5,6746
5,-200,27,9,1502,-200,411,-200,1868,6,6028
4,-200,17,8,1234,529,504,190,1533,8,5849
3,-200,11,8,1044,615,615,166,1324,10,5706
1,-200,6,6,839,298,771,153,1084,13,5568
2,-200,8,4,914,317,707,167,1122,10,5586
2,-200,7,6,882,305,727,137,1097,11,5488
1,-200,6,7,842,253,762,140,1067,12,5366
2,-200,7,9,893,296,723,150,1104,12,5385
2,-200,8,4,916,293,710,152,1124,12,5384
2,-200,12,1,1054,353,631,177,1233,10,5404
3,-200,12,6,1070,399,625,189,1229,8,5958
4,-200,13,6,1102,454,609,195,1309,7,6033
2,-200,8,1,905,356,735,179,1098,7,5936
2,-200,11,2,1023,473,629,188,1233,6,5756
2,-200,10,1,983,482,648,170,1193,5,5626
2,-200,8,8,933,443,687,161,1133,4,5591
2,-200,6,8,849,373,757,145,1063,4,5514
1,-200,6,4,831,320,771,136,1063,3,5359
2,-200,6,7,843,-200,729,-200,1061,2,5173
1,-200,5,2,771,233,784,122,1004,2,5022
1,-200,3,6,688,161,897,115,947,3,4880
0,-200,2,7,633,137,993,103,897,4,4892
1,-200,1,9,578,144,1121,108,855,5,5114
1,-200,3,9,705,182,966,124,926,6,5202
1,-200,4,1,714,227,899,133,927,6,5238
1,-200,3,7,696,203,920,124,912,8,5300
1,-200,3,6,688,179,924,116,909,9,5332
2,-200,4,1,717,171,892,113,939,9,5417
2,-200,4,5,739,181,868,117,972,9,5420
2,-200,4,5,735,175,863,118,953,9,5797
2,-200,2,9,645,148,962,108,906,9,5956
2,-200,3,1,660,132,955,98,911,9,5758
2,-200,3,9,704,162,888,117,961,7,5806
2,-200,4,2,723,185,863,126,974,6,5790
3,-200,5,2,772,234,821,142,1008,6,5848
3,-200,10,2,986,275,663,157,1188,7,5808
3,-200,8,1,903,272,713,161,1106,7,5811
3,-200,8,5,920,331,689,169,1139,6,5458
4,-200,10,7,1005,347,637,166,1224,5,5525
4,-200,11,5,1032,488,612,189,1230,6,5458
4,-200,9,5,960,404,679,184,1121,5,5383
3,-200,5,3,780,255,798,145,1004,4,5295
3,-200,5,8,805,-200,790,-200,1022,3,5168
-200,-200,4,6,744,174,840,119,979,2,5261
1,-200,2,7,631,108,988,87,915,3,5172
0,-200,3,1,655,107,949,77,949,1,5208
1,-200,3,2,665,188,900,112,955,1,5307
1,-200,3,6,689,225,894,118,949,2,4936
1,-200,3,7,691,208,891,124,956,3,4460
1,-200,6,4,830,270,739,144,1053,7,4131
1,-200,5,2,776,202,817,128,972,11,4346
1,-200,3,9,706,168,888,120,884,12,4538
1,-200,4,1,714,191,898,131,868,10,4431
1,-200,2,5,622,149,1012,115,804,10,4141
0,-200,2,2,601,101,1053,82,803,8,4072
1,-200,2,3,608,134,1033,100,807,8,3962
1,-200,2,4,611,150,1035,111,791,7,3963
1,-200,2,9,648,188,1007,132,822,6,4001
1,-200,4,9,757,254,886,155,884,6,4085
2,-200,6,8,847,324,801,181,955,5,4069
1,-200,3,1,660,238,975,155,826,4,4115
1,-200,2,1,594,128,1079,105,793,4,4338
1,-200,3,9,703,169,950,119,870,4,4200
1,-200,3,8,697,215,913,150,878,4,3930
1,-200,1,8,566,111,1119,94,797,4,3879
0,-200,1,0,503,60,1268,56,755,4,4022
0,-200,0,6,452,-200,1435,-200,699,3,3972
0,-200,0,4,425,29,1609,28,667,3,3908
0,-200,0,3,409,25,1664,25,669,3,3804
0,-200,0,2,402,34,1665,31,684,2,3714
0,-200,0,7,462,89,1378,66,732,2,3540
1,-200,2,6,629,212,1015,111,837,2,3354
1,-200,3,1,659,216,943,122,842,2,3123
1,-200,2,3,608,191,1040,115,780,3,3016
0,-200,2,0,587,200,1084,123,744,3,2823
0,-200,2,0,584,164,1137,119,726,3,2563
1,-200,3,1,661,185,1016,125,757,4,2592
1,-200,2,9,646,156,1045,110,731,3,2618
0,-200,2,1,594,155,1134,111,673,3,2634
0,-200,2,5,617,158,1099,114,699,3,2645
0,-200,2,8,640,166,1093,114,716,2,2615
2,-200,6,7,842,268,849,140,858,2,2456
2,-200,8,1,903,309,790,141,885,1,2382
2,-200,7,4,872,297,814,142,870,1,2292
1,-200,3,6,687,225,1015,123,727,1,2487
0,-200,1,9,580,122,1183,90,655,1,2693
0,-200,1,4,538,100,1285,79,621,1,2566
0,-200,1,2,515,86,1327,69,642,1,2499
0,-200,0,9,487,71,1364,60,640,0,2326
0,-200,0,6,453,39,1498,37,602,0,2347
0,-200,0,2,387,-200,1791,-200,559,0,2404
0,-200,0,2,390,29,1804,27,551,0,2478
0,-200,0,3,408,32,1727,30,561,0,2478
0,-200,0,3,407,37,1677,33,579,0,2388
0,-200,1,0,500,134,1361,84,652,0,2294
1,-200,5,2,774,358,911,147,839,0,2240
1,-200,6,1,818,354,853,143,840,0,2288
1,-200,3,6,688,284,988,122,720,2,2386
0,-200,2,3,609,213,1122,109,660,3,2399
0,-200,1,9,580,174,1181,95,647,3,2464
0,-200,2,6,623,157,1097,94,684,3,2363
1,-200,3,1,660,178,1030,102,709,3,2378
0,-200,2,7,632,187,1074,107,701,3,2494
1,-200,3,0,655,198,1045,113,710,4,2497
0,-200,3,0,653,186,1073,110,708,3,2503
1,-200,5,0,766,203,922,116,815,1,2388
2,-200,7,5,880,313,815,148,887,1,2210
2,-200,9,5,958,342,751,156,935,1,2031
2,-200,5,3,777,310,913,159,796,0,1910
1,-200,2,4,613,165,1137,116,672,0,1847
1,-200,2,5,621,152,1143,110,669,0,1975
0,-200,2,2,597,141,1184,102,637,0,2379
0,-200,1,5,544,122,1253,93,601,0,2536
0,-200,1,3,525,79,1307,67,605,0,2635
0,-200,0,9,486,-200,1294,-200,650,-1,2700
-200,-200,0,7,471,81,1302,75,669,-1,2702
0,-200,0,9,489,77,1262,73,698,-1,2801
0,-200,1,4,537,124,1158,96,722,-1,2763
0,-200,3,5,680,159,1023,110,813,-1,2783
2,-200,11,0,1013,396,690,150,1056,-1,2528
2,-200,12,4,1065,479,669,169,1072,0,2246
2,-200,8,3,910,438,774,181,922,4,2157
2,-200,8,9,935,466,747,187,942,7,2244
1,-200,5,7,796,288,900,146,767,9,2062
1,-200,5,5,790,205,927,131,764,9,1862
1,-200,9,0,938,311,790,161,897,9,2086
1,-200,6,3,826,246,898,143,802,10,2225
2,-200,9,1,945,356,804,176,855,11,2611
2,-200,8,4,917,397,802,178,885,11,3237
3,-200,17,5,1226,579,624,207,1126,9,3230
5,-200,23,3,1384,819,523,240,1325,7,3440
5,-200,19,0,1269,754,551,236,1282,6,3479
2,-200,11,1,1020,473,656,199,1054,5,3456
1,-200,6,2,821,300,754,170,936,4,3656
1,-200,5,0,763,235,818,153,905,5,3728
1,-200,5,3,778,207,799,140,907,4,3960
1,-200,4,2,724,204,832,138,893,4,4455
1,-200,3,5,682,155,875,117,884,3,5183
0,-200,3,0,655,-200,876,-200,887,3,5618
1,-200,4,1,715,179,783,119,947,3,5742
1,-200,4,0,713,143,754,108,1001,2,5867
1,-200,5,1,770,212,702,121,1063,2,4706
1,-200,6,7,846,263,650,136,1120,2,4035
3,-200,15,6,1167,648,496,175,1422,3,6055
4,-200,17,1,1212,717,529,211,1406,5,6283
2,-200,8,8,931,389,687,186,1069,7,6213
2,-200,6,9,852,438,692,177,1155,3,6255
1,-200,5,4,783,282,757,147,1127,3,6577
1,-200,4,9,759,268,773,150,1088,5,6907
1,-200,5,3,777,248,767,148,1107,6,7252
1,-200,5,4,783,272,758,151,1115,6,7382
1,-200,5,5,787,291,740,151,1147,6,7201
1,-200,7,5,879,363,670,165,1252,6,7051
3,-200,16,7,1202,660,507,197,1510,5,7025
5,-200,18,2,1245,907,476,228,1539,4,7066
4,-200,15,5,1164,639,508,196,1488,4,6938
3,-200,10,9,1013,574,568,192,1331,4,6791
2,-200,8,7,928,373,621,161,1235,4,6721
2,-200,7,3,868,330,664,156,1205,4,6613
2,-200,7,5,877,336,654,158,1206,4,6004
2,-200,6,8,849,347,680,154,1173,4,5547
1,-200,4,7,750,241,765,138,1108,3,6161
1,-200,2,5,617,-200,891,-200,977,4,6164
0,-200,1,3,526,96,1134,92,912,4,5985
0,-200,2,2,602,147,925,103,993,4,5992
1,-200,3,6,690,210,833,117,1049,3,6118
1,-200,7,5,878,409,682,139,1180,3,5919
3,-200,16,8,1204,719,506,167,1497,3,6245
6,-200,28,0,1502,959,399,205,1848,5,6471
4,-200,15,8,1174,744,524,216,1432,6,6826
3,-200,15,5,1165,583,533,192,1435,7,6871
3,-200,14,9,1145,597,537,188,1399,8,6298
3,-200,16,4,1193,550,507,189,1493,10,5902
3,-200,15,6,1167,499,515,192,1443,12,5867
3,-200,16,1,1182,470,525,194,1411,12,6235
4,-200,16,6,1198,568,521,217,1401,11,5996
3,-200,15,9,1177,525,544,178,1392,12,6057
3,-200,13,3,1094,481,575,183,1327,10,6112
3,-200,14,9,1144,414,558,189,1336,8,5977
4,-200,18,5,1253,565,514,225,1479,8,5995
